oktmo,name,year,socialaidcenters
32646151,Яшкинское,2006,1.0
32646151,Яшкинское,2007,1.0
32646151,Яшкинское,2008,1.0
32646151,Яшкинское,2009,1.0
32646151,Яшкинское,2010,1.0
32646151,Яшкинское,2011,1.0
32646151,Яшкинское,2012,1.0
32646151,Яшкинское,2013,1.0
32646151,Яшкинское,2014,1.0
32646151,Яшкинское,2015,1.0
32646151,Яшкинское,2016,1.0
32701000,Кемеровский,2006,7.0
32701000,Кемеровский,2007,8.0
32701000,Кемеровский,2008,8.0
32701000,Кемеровский,2009,8.0
32701000,Кемеровский,2010,8.0
32701000,Кемеровский,2011,7.0
32701000,Кемеровский,2012,7.0
32701000,Кемеровский,2013,7.0
32701000,Кемеровский,2014,7.0
32701000,Кемеровский,2015,6.0
32701000,Кемеровский,2016,7.0
32704000,Анжеро-Судженский,2006,1.0
32704000,Анжеро-Судженский,2007,1.0
32704000,Анжеро-Судженский,2008,1.0
32704000,Анжеро-Судженский,2009,1.0
32704000,Анжеро-Судженский,2010,1.0
32704000,Анжеро-Судженский,2011,1.0
32704000,Анжеро-Судженский,2012,1.0
32704000,Анжеро-Судженский,2013,1.0
32704000,Анжеро-Судженский,2014,1.0
32704000,Анжеро-Судженский,2015,1.0
32704000,Анжеро-Судженский,2016,1.0
32707000,Беловский,2006,1.0
32707000,Беловский,2007,1.0
32707000,Беловский,2008,1.0
32707000,Беловский,2009,1.0
32707000,Беловский,2010,1.0
32707000,Беловский,2011,1.0
32707000,Беловский,2012,1.0
32707000,Беловский,2013,1.0
32707000,Беловский,2014,1.0
32707000,Беловский,2015,1.0
32707000,Беловский,2016,1.0
32710000,Березовский,2006,1.0
32710000,Березовский,2007,1.0
32710000,Березовский,2008,1.0
32710000,Березовский,2009,1.0
32710000,Березовский,2010,1.0
32710000,Березовский,2011,1.0
32710000,Березовский,2012,1.0
32710000,Березовский,2013,1.0
32710000,Березовский,2014,1.0
32710000,Березовский,2015,1.0
32710000,Березовский,2016,1.0
32715000,Калтанский,2006,1.0
32715000,Калтанский,2007,1.0
32715000,Калтанский,2008,1.0
32715000,Калтанский,2009,1.0
32715000,Калтанский,2010,1.0
32715000,Калтанский,2011,1.0
32715000,Калтанский,2013,1.0
32715000,Калтанский,2014,1.0
32715000,Калтанский,2015,1.0
32715000,Калтанский,2016,1.0
32716000,Киселевский,2006,1.0
32716000,Киселевский,2007,1.0
32716000,Киселевский,2008,1.0
32716000,Киселевский,2009,1.0
32716000,Киселевский,2010,1.0
32716000,Киселевский,2011,1.0
32716000,Киселевский,2012,1.0
32716000,Киселевский,2013,1.0
32716000,Киселевский,2014,1.0
32716000,Киселевский,2015,1.0
32716000,Киселевский,2016,1.0
32719000,Ленинск-Кузнецкий,2006,1.0
32719000,Ленинск-Кузнецкий,2007,2.0
32719000,Ленинск-Кузнецкий,2008,2.0
32719000,Ленинск-Кузнецкий,2009,1.0
32719000,Ленинск-Кузнецкий,2010,1.0
32719000,Ленинск-Кузнецкий,2011,1.0
32719000,Ленинск-Кузнецкий,2012,1.0
32719000,Ленинск-Кузнецкий,2013,1.0
32719000,Ленинск-Кузнецкий,2014,1.0
32719000,Ленинск-Кузнецкий,2015,1.0
32719000,Ленинск-Кузнецкий,2016,1.0
32725000,Междуреченский,2006,1.0
32725000,Междуреченский,2007,1.0
32725000,Междуреченский,2008,1.0
32725000,Междуреченский,2009,1.0
32725000,Междуреченский,2010,1.0
32725000,Междуреченский,2011,1.0
32725000,Междуреченский,2012,1.0
32725000,Междуреченский,2013,1.0
32725000,Междуреченский,2014,1.0
32725000,Междуреченский,2015,1.0
32725000,Междуреченский,2016,1.0
32728000,Мысковский,2006,1.0
32728000,Мысковский,2007,1.0
